item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model
35,He grew flowers inside,probable,a pot.,-10.114472389221191,-3.371490796407064,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,improbable,a mug.,-13.697233200073242,-4.565744400024414,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,impossible,a marble.,-14.524920463562012,-4.841640154520671,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,inconceivable,a sneeze.,-19.980953216552734,-3.996190643310547,meta-llama/Meta-Llama-3-70B
35,He grew flowers inside,inconceivable_syntactic,been.,-19.420112133026123,-9.710056066513062,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,probable,screws.,-8.327553749084473,-4.163776874542236,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,improbable,string.,-6.577146530151367,-3.2885732650756836,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,impossible,vapor.,-17.078197479248047,-8.539098739624023,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,inconceivable,a handshake.,-16.426411628723145,-5.475470542907715,meta-llama/Meta-Llama-3-70B
36,He hung a painting using,inconceivable_syntactic,could.,-19.423012733459473,-9.711506366729736,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,probable,a closet.,-10.106037139892578,-3.3686790466308594,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,improbable,a forest.,-12.227630615234375,-4.075876871744792,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,impossible,a cloud.,-12.28321647644043,-4.09440549214681,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,inconceivable,a gasp.,-17.498907566070557,-4.374726891517639,meta-llama/Meta-Llama-3-70B
37,He hid a gift inside,inconceivable_syntactic,find.,-20.15526008605957,-10.077630043029785,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,probable,a forklift.,-5.992365837097168,-1.1984731674194335,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,improbable,a pulley.,-5.3129167556762695,-1.3282291889190674,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,impossible,foam.,-14.197608947753906,-7.098804473876953,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,inconceivable,an emotion.,-15.333637237548828,-5.111212412516276,meta-llama/Meta-Llama-3-70B
38,He lifted a box using,inconceivable_syntactic,very.,-16.060810089111328,-8.030405044555664,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,probable,a match.,-4.616484642028809,-1.5388282140096028,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,improbable,a blowtorch.,-7.353612899780273,-1.8384032249450684,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,impossible,yogurt.,-13.369757652282715,-6.684878826141357,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,inconceivable,surprises.,-19.26865005493164,-9.63432502746582,meta-llama/Meta-Llama-3-70B
39,He lit a candle using,inconceivable_syntactic,does.,-18.244653701782227,-9.122326850891113,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,probable,bread.,-7.517274856567383,-3.7586374282836914,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,improbable,lettuce.,-9.60824203491211,-4.804121017456055,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,impossible,a star.,-13.574286460876465,-4.524762153625488,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,inconceivable,a mile.,-21.17805004119873,-7.05935001373291,meta-llama/Meta-Llama-3-70B
40,He made a sandwich using,inconceivable_syntactic,went.,-18.818875312805176,-9.409437656402588,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,probable,a blender.,-6.129345893859863,-2.0431152979532876,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,improbable,a whisk.,-11.00871753692627,-3.6695725123087564,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,impossible,wind.,-15.470781326293945,-7.735390663146973,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,inconceivable,decades.,-21.242935180664062,-10.621467590332031,meta-llama/Meta-Llama-3-70B
41,He made a smoothie using,inconceivable_syntactic,gave.,-21.482335090637207,-10.741167545318604,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,probable,a stove.,-12.436871528625488,-4.145623842875163,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,improbable,a radiator.,-12.227228164672852,-4.075742721557617,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,impossible,a napkin.,-13.386305809020996,-3.346576452255249,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,inconceivable,a promise.,-18.764266967773438,-6.2547556559244795,meta-llama/Meta-Llama-3-70B
42,He melted a chocolate bar using,inconceivable_syntactic,took.,-21.29352855682373,-10.646764278411865,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,probable,his hands.,-7.305523872375488,-2.4351746241251626,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,improbable,his feet.,-7.221131324768066,-2.407043774922689,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,impossible,his mind.,-6.111550331115723,-2.0371834437052407,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,inconceivable,an opinion.,-17.46573543548584,-5.821911811828613,meta-llama/Meta-Llama-3-70B
43,He opened a jar using,inconceivable_syntactic,never.,-20.12236213684082,-10.06118106842041,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,probable,a suitcase.,-5.765105247497559,-1.9217017491658528,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,improbable,a pocket.,-10.40331745147705,-3.4677724838256836,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,impossible,a raspberry.,-17.094316482543945,-5.698105494181315,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,inconceivable,a groan.,-19.627055168151855,-4.906763792037964,meta-llama/Meta-Llama-3-70B
44,He packed a suit inside,inconceivable_syntactic,got.,-20.393929481506348,-10.196964740753174,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,probable,a brush.,-5.535163879394531,-1.8450546264648438,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,improbable,a mop.,-12.315322875976562,-4.1051076253255205,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,impossible,a bathtub.,-15.802000045776367,-5.267333348592122,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,inconceivable,a whisper.,-17.082307815551758,-5.694102605183919,meta-llama/Meta-Llama-3-70B
45,He painted a wall using,inconceivable_syntactic,decide.,-18.173547744750977,-9.086773872375488,meta-llama/Meta-Llama-3-70B
46,He paved a road using,probable,cement.,-9.545157432556152,-4.772578716278076,meta-llama/Meta-Llama-3-70B
46,He paved a road using,improbable,seashells.,-11.119283676147461,-2.7798209190368652,meta-llama/Meta-Llama-3-70B
46,He paved a road using,impossible,a comet.,-16.8943510055542,-5.631450335184733,meta-llama/Meta-Llama-3-70B
46,He paved a road using,inconceivable,happiness.,-13.509275436401367,-6.754637718200684,meta-llama/Meta-Llama-3-70B
46,He paved a road using,inconceivable_syntactic,although.,-21.53257656097412,-10.76628828048706,meta-llama/Meta-Llama-3-70B
47,He plucked a hair using,probable,tweezers.,-4.093167304992676,-1.023291826248169,meta-llama/Meta-Llama-3-70B
47,He plucked a hair using,improbable,tongs.,-10.553013801574707,-3.517671267191569,meta-llama/Meta-Llama-3-70B
47,He plucked a hair using,impossible,a spoon.,-12.129008769989014,-4.043002923329671,meta-llama/Meta-Llama-3-70B
47,He plucked a hair using,inconceivable,sympathy.,-18.010472297668457,-9.005236148834229,meta-llama/Meta-Llama-3-70B
47,He plucked a hair using,inconceivable_syntactic,since.,-18.957297325134277,-9.478648662567139,meta-llama/Meta-Llama-3-70B
48,He polished jewelry using,probable,a cloth.,-6.0522918701171875,-2.017430623372396,meta-llama/Meta-Llama-3-70B
48,He polished jewelry using,improbable,a shirt.,-13.021834373474121,-4.340611457824707,meta-llama/Meta-Llama-3-70B
48,He polished jewelry using,impossible,a chainsaw.,-14.18150806427002,-3.545377016067505,meta-llama/Meta-Llama-3-70B
48,He polished jewelry using,inconceivable,music.,-12.393866539001465,-6.196933269500732,meta-llama/Meta-Llama-3-70B
48,He polished jewelry using,inconceivable_syntactic,know.,-18.470447540283203,-9.235223770141602,meta-llama/Meta-Llama-3-70B
49,He popped a balloon using,probable,a thumbtack.,-12.118879318237305,-2.423775863647461,meta-llama/Meta-Llama-3-70B
49,He popped a balloon using,improbable,a spear.,-10.854050636291504,-3.6180168787638345,meta-llama/Meta-Llama-3-70B
49,He popped a balloon using,impossible,cotton balls.,-13.980573654174805,-4.6601912180582685,meta-llama/Meta-Llama-3-70B
49,He popped a balloon using,inconceivable,a story.,-15.216796875,-5.072265625,meta-llama/Meta-Llama-3-70B
49,He popped a balloon using,inconceivable_syntactic,because.,-18.692869186401367,-9.346434593200684,meta-llama/Meta-Llama-3-70B
50,He removed a stain using,probable,bleach.,-6.334301948547363,-3.1671509742736816,meta-llama/Meta-Llama-3-70B
50,He removed a stain using,improbable,vinegar.,-6.621197700500488,-3.310598850250244,meta-llama/Meta-Llama-3-70B
50,He removed a stain using,impossible,dirt.,-10.652873039245605,-5.326436519622803,meta-llama/Meta-Llama-3-70B
50,He removed a stain using,inconceivable,truth.,-15.370247840881348,-7.685123920440674,meta-llama/Meta-Llama-3-70B
50,He removed a stain using,inconceivable_syntactic,would.,-18.54263210296631,-9.271316051483154,meta-llama/Meta-Llama-3-70B
51,He rinsed fruit using,probable,a sink.,-10.54885482788086,-3.516284942626953,meta-llama/Meta-Llama-3-70B
51,He rinsed fruit using,improbable,a hose.,-7.0981340408325195,-2.3660446802775064,meta-llama/Meta-Llama-3-70B
51,He rinsed fruit using,impossible,a clock.,-16.041349411010742,-5.347116470336914,meta-llama/Meta-Llama-3-70B
51,He rinsed fruit using,inconceivable,a giggle.,-19.82069206237793,-4.955173015594482,meta-llama/Meta-Llama-3-70B
51,He rinsed fruit using,inconceivable_syntactic,create.,-18.71629810333252,-9.35814905166626,meta-llama/Meta-Llama-3-70B
52,He sewed a shirt using,probable,a needle.,-8.76819896697998,-2.9227329889933267,meta-llama/Meta-Llama-3-70B
52,He sewed a shirt using,improbable,a toothpick.,-12.921311378479004,-3.230327844619751,meta-llama/Meta-Llama-3-70B
52,He sewed a shirt using,impossible,a potato.,-10.348444938659668,-3.449481646219889,meta-llama/Meta-Llama-3-70B
52,He sewed a shirt using,inconceivable,thunder.,-18.041032791137695,-9.020516395568848,meta-llama/Meta-Llama-3-70B
52,He sewed a shirt using,inconceivable_syntactic,upon.,-21.256593227386475,-10.628296613693237,meta-llama/Meta-Llama-3-70B
53,He shattered a window using,probable,a stone.,-7.990428924560547,-2.663476308186849,meta-llama/Meta-Llama-3-70B
53,He shattered a window using,improbable,a frisbee.,-12.568194389343262,-2.5136388778686523,meta-llama/Meta-Llama-3-70B
53,He shattered a window using,impossible,confetti.,-12.35627269744873,-4.118757565816243,meta-llama/Meta-Llama-3-70B
53,He shattered a window using,inconceivable,a concept.,-18.63118553161621,-6.210395177205403,meta-llama/Meta-Llama-3-70B
53,He shattered a window using,inconceivable_syntactic,must.,-18.19619369506836,-9.09809684753418,meta-llama/Meta-Llama-3-70B
54,He shaved his beard using,probable,a razor.,-6.355647087097168,-2.118549029032389,meta-llama/Meta-Llama-3-70B
54,He shaved his beard using,improbable,a knife.,-5.745166778564453,-1.9150555928548176,meta-llama/Meta-Llama-3-70B
54,He shaved his beard using,impossible,a teabag.,-16.806352615356445,-3.361270523071289,meta-llama/Meta-Llama-3-70B
54,He shaved his beard using,inconceivable,a belief.,-18.62423038482666,-6.20807679494222,meta-llama/Meta-Llama-3-70B
54,He shaved his beard using,inconceivable_syntactic,now.,-15.595654487609863,-7.797827243804932,meta-llama/Meta-Llama-3-70B
55,He smashed a pumpkin using,probable,a hammer.,-5.979062080383301,-1.9930206934611003,meta-llama/Meta-Llama-3-70B
55,He smashed a pumpkin using,improbable,a boulder.,-10.595251083374023,-2.648812770843506,meta-llama/Meta-Llama-3-70B
55,He smashed a pumpkin using,impossible,a leaf.,-11.329203605651855,-3.7764012018839517,meta-llama/Meta-Llama-3-70B
55,He smashed a pumpkin using,inconceivable,a number.,-16.773674964904785,-5.591224988301595,meta-llama/Meta-Llama-3-70B
55,He smashed a pumpkin using,inconceivable_syntactic,remember.,-21.204428672790527,-10.602214336395264,meta-llama/Meta-Llama-3-70B
56,He split a log using,probable,an axe.,-5.2161712646484375,-1.7387237548828125,meta-llama/Meta-Llama-3-70B
56,He split a log using,improbable,a saw.,-7.7367658615112305,-2.5789219538370767,meta-llama/Meta-Llama-3-70B
56,He split a log using,impossible,a feather.,-9.762608528137207,-3.2542028427124023,meta-llama/Meta-Llama-3-70B
56,He split a log using,inconceivable,a gasp.,-20.477388381958008,-5.119347095489502,meta-llama/Meta-Llama-3-70B
56,He split a log using,inconceivable_syntactic,forward.,-18.84377384185791,-9.421886920928955,meta-llama/Meta-Llama-3-70B
57,He squeezed juice from,probable,an orange.,-5.863585472106934,-1.9545284907023113,meta-llama/Meta-Llama-3-70B
57,He squeezed juice from,improbable,meat.,-12.310798645019531,-6.155399322509766,meta-llama/Meta-Llama-3-70B
57,He squeezed juice from,impossible,an envelope.,-14.712835311889648,-4.90427843729655,meta-llama/Meta-Llama-3-70B
57,He squeezed juice from,inconceivable,a mumble.,-21.628124237060547,-5.407031059265137,meta-llama/Meta-Llama-3-70B
57,He squeezed juice from,inconceivable_syntactic,did.,-18.616254806518555,-9.308127403259277,meta-llama/Meta-Llama-3-70B
58,He squished a blueberry using,probable,his finger.,-5.985913276672363,-1.9953044255574544,meta-llama/Meta-Llama-3-70B
58,He squished a blueberry using,improbable,his nose.,-7.6952009201049805,-2.5650669733683267,meta-llama/Meta-Llama-3-70B
58,He squished a blueberry using,impossible,his breath.,-12.310110092163086,-4.103370030721028,meta-llama/Meta-Llama-3-70B
58,He squished a blueberry using,inconceivable,a sight.,-18.508678436279297,-6.169559478759766,meta-llama/Meta-Llama-3-70B
58,He squished a blueberry using,inconceivable_syntactic,hence.,-20.43883514404297,-10.219417572021484,meta-llama/Meta-Llama-3-70B
59,He started a fire using,probable,kindling.,-8.790339469909668,-2.930113156636556,meta-llama/Meta-Llama-3-70B
59,He started a fire using,improbable,furniture.,-11.908790588378906,-5.954395294189453,meta-llama/Meta-Llama-3-70B
59,He started a fire using,impossible,milk.,-11.108864784240723,-5.554432392120361,meta-llama/Meta-Llama-3-70B
59,He started a fire using,inconceivable,humor.,-13.498687744140625,-6.7493438720703125,meta-llama/Meta-Llama-3-70B
59,He started a fire using,inconceivable_syntactic,again.,-15.287158012390137,-7.643579006195068,meta-llama/Meta-Llama-3-70B
60,He stored dishes inside,probable,a cabinet.,-7.724478721618652,-2.574826240539551,meta-llama/Meta-Llama-3-70B
60,He stored dishes inside,improbable,an attic.,-13.818636894226074,-4.606212298075358,meta-llama/Meta-Llama-3-70B
60,He stored dishes inside,impossible,a thimble.,-15.243191719055176,-3.048638343811035,meta-llama/Meta-Llama-3-70B
60,He stored dishes inside,inconceivable,an equation.,-18.478113174438477,-6.159371058146159,meta-llama/Meta-Llama-3-70B
60,He stored dishes inside,inconceivable_syntactic,quite.,-19.477190017700195,-9.738595008850098,meta-llama/Meta-Llama-3-70B
61,He took a vacation to,probable,the beach.,-6.952424049377441,-2.317474683125814,meta-llama/Meta-Llama-3-70B
61,He took a vacation to,improbable,the desert.,-10.110393524169922,-3.370131174723307,meta-llama/Meta-Llama-3-70B
61,He took a vacation to,impossible,the sun.,-11.226052284240723,-3.7420174280802407,meta-llama/Meta-Llama-3-70B
61,He took a vacation to,inconceivable,a verb.,-22.234657287597656,-7.411552429199219,meta-llama/Meta-Llama-3-70B
61,He took a vacation to,inconceivable_syntactic,while.,-16.66638946533203,-8.333194732666016,meta-llama/Meta-Llama-3-70B
62,He tightened a bolt using,probable,a wrench.,-3.045167922973633,-1.0150559743245442,meta-llama/Meta-Llama-3-70B
62,He tightened a bolt using,improbable,chopsticks.,-14.454126358032227,-4.818042119344075,meta-llama/Meta-Llama-3-70B
62,He tightened a bolt using,impossible,a house.,-18.651283264160156,-6.217094421386719,meta-llama/Meta-Llama-3-70B
62,He tightened a bolt using,inconceivable,a dream.,-15.759143829345703,-5.253047943115234,meta-llama/Meta-Llama-3-70B
62,He tightened a bolt using,inconceivable_syntactic,put.,-20.71134853363037,-10.355674266815186,meta-llama/Meta-Llama-3-70B
63,He turned an apple into,probable,a pie.,-8.13808536529541,-2.7126951217651367,meta-llama/Meta-Llama-3-70B
63,He turned an apple into,improbable,a salad.,-10.917380332946777,-3.639126777648926,meta-llama/Meta-Llama-3-70B
63,He turned an apple into,impossible,a cherry.,-10.157196998596191,-3.385732332865397,meta-llama/Meta-Llama-3-70B
63,He turned an apple into,inconceivable,honesty.,-15.992374420166016,-7.996187210083008,meta-llama/Meta-Llama-3-70B
63,He turned an apple into,inconceivable_syntactic,below.,-17.841172218322754,-8.920586109161377,meta-llama/Meta-Llama-3-70B
64,He unlocked a door using,probable,a key.,-4.110541343688965,-1.3701804478963215,meta-llama/Meta-Llama-3-70B
64,He unlocked a door using,improbable,a screwdriver.,-9.256330490112305,-2.314082622528076,meta-llama/Meta-Llama-3-70B
64,He unlocked a door using,impossible,a marshmallow.,-15.993699073791504,-3.998424768447876,meta-llama/Meta-Llama-3-70B
64,He unlocked a door using,inconceivable,a lie.,-14.646356582641602,-4.882118860880534,meta-llama/Meta-Llama-3-70B
64,He unlocked a door using,inconceivable_syntactic,off.,-19.444941520690918,-9.722470760345459,meta-llama/Meta-Llama-3-70B
65,He washed his hair using,probable,shampoo.,-5.217206001281738,-2.608603000640869,meta-llama/Meta-Llama-3-70B
65,He washed his hair using,improbable,detergent.,-8.757904052734375,-4.3789520263671875,meta-llama/Meta-Llama-3-70B
65,He washed his hair using,impossible,a rainbow.,-13.73783016204834,-4.57927672068278,meta-llama/Meta-Llama-3-70B
65,He washed his hair using,inconceivable,applause.,-15.944518089294434,-7.972259044647217,meta-llama/Meta-Llama-3-70B
65,He washed his hair using,inconceivable_syntactic,if.,-17.79343271255493,-8.896716356277466,meta-llama/Meta-Llama-3-70B
66,He wore shoes made of,probable,leather.,-5.454176902770996,-2.727088451385498,meta-llama/Meta-Llama-3-70B
66,He wore shoes made of,improbable,wood.,-6.064546585083008,-3.032273292541504,meta-llama/Meta-Llama-3-70B
66,He wore shoes made of,impossible,stars.,-9.727528095245361,-4.863764047622681,meta-llama/Meta-Llama-3-70B
66,He wore shoes made of,inconceivable,traffic.,-16.017069816589355,-8.008534908294678,meta-llama/Meta-Llama-3-70B
66,He wore shoes made of,inconceivable_syntactic,there.,-16.482535362243652,-8.241267681121826,meta-llama/Meta-Llama-3-70B
67,He wrapped a present using,probable,paper.,-7.784189224243164,-3.892094612121582,meta-llama/Meta-Llama-3-70B
67,He wrapped a present using,improbable,a dress.,-14.605178833007812,-4.8683929443359375,meta-llama/Meta-Llama-3-70B
67,He wrapped a present using,impossible,ketchup.,-15.687352657318115,-5.229117552439372,meta-llama/Meta-Llama-3-70B
67,He wrapped a present using,inconceivable,gossip.,-17.436433792114258,-8.718216896057129,meta-llama/Meta-Llama-3-70B
67,He wrapped a present using,inconceivable_syntactic,any.,-16.33491849899292,-8.16745924949646,meta-llama/Meta-Llama-3-70B
68,He wrote a letter using,probable,a pen.,-5.989910125732422,-1.9966367085774739,meta-llama/Meta-Llama-3-70B
68,He wrote a letter using,improbable,a stylus.,-10.472867965698242,-2.6182169914245605,meta-llama/Meta-Llama-3-70B
68,He wrote a letter using,impossible,a snowflake.,-15.843534469604492,-3.960883617401123,meta-llama/Meta-Llama-3-70B
68,He wrote a letter using,inconceivable,a marathon.,-18.903356552124023,-6.301118850708008,meta-llama/Meta-Llama-3-70B
68,He wrote a letter using,inconceivable_syntactic,among.,-19.880858421325684,-9.940429210662842,meta-llama/Meta-Llama-3-70B
69,He wrote an equation on,probable,a chalkboard.,-7.458383560180664,-1.864595890045166,meta-llama/Meta-Llama-3-70B
69,He wrote an equation on,improbable,a billboard.,-12.279664039611816,-4.093221346537272,meta-llama/Meta-Llama-3-70B
69,He wrote an equation on,impossible,an atom.,-16.791584014892578,-5.597194671630859,meta-llama/Meta-Llama-3-70B
69,He wrote an equation on,inconceivable,a scream.,-19.23499870300293,-6.41166623433431,meta-llama/Meta-Llama-3-70B
69,He wrote an equation on,inconceivable_syntactic,across.,-22.03439712524414,-11.01719856262207,meta-llama/Meta-Llama-3-70B
